id,name,operator,calc_postcode_district,calc_postcode_area,lat,lon,addr_housenumber,addr_street,addr_city,serper_query,confidence,suggested_website,suggested_website_original,validation_status,alternates_json,notes
node/255747947,The George IV,London School of Economics and Political Science (LSE),WC2A,WC,51.5147063,-0.1168421,31,Portugal Street,London,"""The George IV"" pub London 31 Portugal Street WC2A",0.900,https://info.lse.ac.uk/staff/services/catering/order-catering,https://info.lse.ac.uk/staff/services/catering/order-catering,200,"[""https://mapy.com/en/?source=osm&id=13051256"", ""https://www.flickr.com/photos/55935853@N00/2361129235""]","openai:The URL is from the official LSE website and mentions the George IV Pub on Portugal Street, matching the operator and address closely. Other candidates are map or photo sites, not official or operator sites.;loc_ok=address_tokens"
node/21593232,The Last Judgement,,WC2A,WC,51.5153316,-0.1117428,95,Chancery Lane,London,"""The Last Judgement"" pub London 95 Chancery Lane WC2A",0.950,https://thelastjudgment.co.uk/,https://thelastjudgment.co.uk/,200,"[""https://thelastjudgment.co.uk/press/"", ""https://wanderlog.com/place/details/7608853/the-last-judgment"", ""https://www.pubsgalore.co.uk/pubs/53662/""]","openai:The URL is the official website domain matching the pub name and address 95 Chancery Lane, London WC2A, clearly indicating it is the pub's own site rather than an aggregator or review site.;loc_ok=address_tokens"
node/1962911438,The Three Tuns,London School of Economics Students' Union (LSESU),WC2A,WC,51.5148475,-0.1175088,,,London,"""The Three Tuns"" pub London WC2A",0.000,https://www.hungrybritish.com/london/three-tuns-holborn/,https://www.hungrybritish.com/london/three-tuns-holborn/,200,"[""https://www.venuesearchlondon.com/venues/hire-saw-swee-hock-centre/the-three-tuns-bar"", ""https://www.pubsgalore.co.uk/pubs/22096/"", ""https://www.lsesu.com/events/our-spaces/"", ""https://www.lsesu.com/events/our-spaces/three-tuns/"", ""https://www.skiddle.com/whats-on/London/Three-Tuns-Bar-And-3TK/""]","heuristic:https://www.hungrybritish.com/london/three-tuns-holborn/;ai_review=Candidate URL is a general restaurant review site, not the official site or operator page for The Three Tuns at LSE"
way/309646651,Ye Olde White Horse,,WC2A,WC,51.5146695,-0.1171766,2,St Clement's Lane,London,"""Ye Olde White Horse"" pub London 2 St Clement's Lane WC2A",0.000,https://www.allinlondon.co.uk/clubs-bars/pubs/452-ye-olde-white-horse,https://www.allinlondon.co.uk/clubs-bars/pubs/452-ye-olde-white-horse,200,"[""https://ye-old-white-horse.weeblyte.com/"", ""https://camdentownbrewery.com/blogs/news/fresh-legs-pub-finder"", ""https://platepic.co.uk/place/estminster-ye-olde-white-horse"", ""https://www.seeker.info/location/en-de/Aldwych@51.513198852539,-0.11670000106096/theme/6__Food,_drink?lang=en"", ""https://www.flickr.com/photos/55935853@N00/2361137325""]","heuristic:https://www.allinlondon.co.uk/clubs-bars/pubs/452-ye-olde-white-horse;ai_review=URL is a directory listing on a third-party site, not the official or operator site of the pub"
way/196657745,Coach & Horses,,WC2B,WC,51.512569,-0.1209025,,,,"""Coach & Horses"" pub London WC2B",0.000,https://www.coachandhorsesoldcompton.co.uk/local-area,https://www.coachandhorsesoldcompton.co.uk/local-area,200,"[""https://coach-horses-1.wheree.com/"", ""https://the-coach-horses-soho.wheree.com/"", ""https://londonpride.co.uk/pub-finder"", ""https://www.southmooreband.com/pub-token-guide.pdf"", ""https://evendo.com/locations/united-kingdom/windsor/attraction/the-coach-horses-soho/best-bars?currency=VUV""]","heuristic:https://www.coachandhorsesoldcompton.co.uk/local-area;ai_review=URL is for Coach and Horses Old Compton Street in Soho, not the Coach & Horses in WC2B district; different venue and location"
way/986920651,Nell of Old Drury,Stonegate,WC2B,WC,51.5125851,-0.1206291,,Catherine Street,London,"""Nell of Old Drury"" pub London Catherine Street WC2B",0.950,https://www.nellofolddrury.co.uk/,https://www.nellofolddrury.co.uk/,200,"[""https://www.datathistle.com/place/107683-nell-of-old-drury-london-wc2b/"", ""https://maps.apple.com/place?place-id=I8171F3816F79DBD7"", ""https://www.mapquest.com/gb/england/nell-of-old-drury-527309117"", ""https://www.nellofolddrury.co.uk/history-of-pubs-covent-garden"", ""https://www.coventgarden.london/brand-directory/nell-of-old-drury""]","openai:The URL is a dedicated domain with the pub's exact name and the page snippet describes the pub's location and history consistent with the given address on Catherine Street, London WC2B. It is not an aggregator or social network and appears to be the official website.;loc_ok=address_tokens"
way/277929211,Philomena's Irish Bar & Kitchen,,WC2B,WC,51.5150278,-0.1219974,40,Great Queen Street,London,"""Philomena's Irish Bar & Kitchen"" pub London 40 Great Queen Street WC2B",0.950,https://www.philomenasbar.co.uk/,https://www.philomenasbar.co.uk/,200,"[""https://www.irelandbeforeyoudie.com/the-10-best-irish-pubs-in-england-ranked/""]","openai:The URL matches the pub name exactly and the page snippet includes the exact address '40 Great Queen Street' and postcode area 'WC2B', confirming location match.;loc_ok=district+address"
node/663260803,Sway,Stonegate,WC2B,WC,51.515545,-0.120776,61-65,Great Queen Street,London,"""Sway"" pub London 61-65 Great Queen Street WC2B",0.900,https://www.swaybar.co.uk/,https://www.swaybar.co.uk/,200,"[""https://www.swaysports.co.uk/"", ""https://www.datathistle.com/place/57445-sway-london-wc2b/"", ""https://www.mapquest.com/gb/england/sway-527175866"", ""https://eventcage.com/venue/sway-bar-the-hub-428"", ""https://flavoursearch.com/venues/1530/sway-bar""]","openai:The URL swaybar.co.uk explicitly matches the pub name and address (61-65 Great Queen Street) in the snippet, indicating it is the official website. It is not an aggregator or social network and is clearly focused on the venue itself.;loc_ok=district+address"
way/277929217,The George,,WC2B,WC,51.5161674,-0.120441,8,Great Queen Street,London,"""The George"" pub London 8 Great Queen Street WC2B",0.950,https://www.thegeorgecoventgarden.co.uk/,https://www.thegeorgecoventgarden.co.uk/,200,"[""https://maps.apple.com/place?place-id=I2ECBC4FCFD359D26"", ""https://www.squaremeal.co.uk/restaurants/the-george-great-queen-street_3275"", ""https://www.southmooreband.com/pub-token-guide.pdf"", ""https://www.thegeorgecoventgarden.co.uk/contact"", ""https://layersoflondon.humap.site/map/contribute/projects/maplondonspubs""]","openai:The URL explicitly references Covent Garden and Great Queen Street, matching the pub's address. The site states recent acquisition in May 2024 and location on Great Queen Street, confirming strong relevance. Other URLs are either map listings or aggregators.;loc_ok=address_tokens"
way/986906891,Bow Street Tavern,,WC2E,WC,51.512945,-0.1213091,37,Bow Street,London,"""Bow Street Tavern"" pub London 37 Bow Street WC2E",0.950,https://www.bowstreettavern.com/,https://www.bowstreettavern.com/,200,"[""https://www.bowstreettavern.com/food-drink/"", ""https://www.bowstreettavern.com/live-sport/"", ""https://www.bowstreettavern.com/private-hire/"", ""https://maps.apple.com/place?place-id=I77F1EC9D83C63C"", ""https://www.thelondoneconomic.com/food-drink/restaurant-review-bow-street-tavern-covent-garden-395235/""]","openai:The URL matches the pub name exactly and the page snippet includes the exact address '37 Bow Street, Covent Garden, WC2E 7AU' matching the given address and district, indicating it is the official website.;loc_ok=district+address"
